serial_no,town_village,toponym_en,nechropoleis_tombs,chronology,average_points,x,y,agriculture_100m,archaeological_100m,infrastructure_100m,urban_100m,not_classified_100m,Points_100m,agriculture_250m,archaeological_250m,infrastructure_250m,urban_250m,not_classified_250m,Points_250m,agriculture_500m,archaeological_500m,infrastructure_500m,urban_500m,not_classified_500m,Points_500m
452,Germasoyeia,Paniotis,Τ,R,248.14,33.07795913,34.7167687,0.00%,0.00%,33.76%,66.24%,0.00%,266.24,3.43%,0.00%,30.61%,65.93%,0.03%,262.45,21.41%,0.00%,25.62%,47.70%,5.28%,215.74
453,Kantou,Anatolia,T,H-R,91.30,32.91342917,34.69217257,77.97%,0.00%,10.14%,0.00%,11.90%,98.24,35.53%,0.00%,20.31%,4.15%,40.01%,88.60,29.46%,0.00%,17.87%,7.28%,45.38%,87.06
454,Kantou,Kokkinospilios,T,R,102.25,32.90624783,34.71041876,86.65%,0.00%,13.35%,0.00%,0.00%,113.35,92.76%,0.00%,4.03%,0.00%,3.20%,100.83,79.94%,0.00%,6.32%,0.00%,13.74%,92.58
455,Kantou,Kokkinospilios,T,R,102.25,32.90624783,34.71041876,86.65%,0.00%,13.35%,0.00%,0.00%,113.35,92.76%,0.00%,4.03%,0.00%,3.20%,100.83,79.94%,0.00%,6.32%,0.00%,13.74%,92.58
458,Kolossi,Pampoula,T,H,204.66,32.92033802,34.67596598,0.00%,0.00%,34.69%,57.38%,7.93%,241.51,0.00%,0.00%,32.98%,49.40%,17.63%,214.14,0.99%,0.00%,25.73%,35.29%,37.99%,158.32
460,Korphi,,T,R,124.40,32.96472198,34.79527794,0.00%,0.00%,32.11%,57.76%,10.12%,237.52,0.14%,0.00%,23.20%,13.85%,62.81%,88.08,5.81%,0.00%,13.58%,4.87%,75.74%,47.59
462,Kyperounta,Panayia,T,R,87.43,32.97123243,34.9424148,0.00%,0.00%,18.87%,2.11%,79.02%,44.06,0.03%,0.00%,29.12%,19.11%,51.74%,115.61,1.30%,0.00%,26.41%,16.17%,56.12%,102.63
501,Palodhia,,T,H-R,78.91,32.98879443,34.7386499,0.00%,0.00%,45.25%,9.56%,45.19%,119.18,7.67%,0.00%,20.47%,1.53%,70.32%,53.21,31.93%,0.00%,15.39%,0.54%,52.14%,64.34
502,Palodhia,"Between localities Laksia tou Makronou (N), Kserokoiladia (S), Kountouros (E)",T,R,100.11,32.98225263,34.73733931,98.85%,0.00%,1.15%,0.00%,0.00%,101.15,93.94%,0.00%,3.65%,0.00%,2.41%,101.23,76.88%,0.00%,9.95%,0.39%,12.78%,97.95
512,Polemidia,Skasmata,T,H,170.76,33.01240653,34.69183715,0.00%,0.00%,39.00%,25.91%,35.09%,155.72,3.01%,0.00%,54.40%,19.95%,22.64%,171.66,1.61%,0.00%,48.21%,28.95%,21.23%,184.89
513,Polemidia,Skasmata,T,H,170.76,33.01240653,34.69183715,0.00%,0.00%,39.00%,25.91%,35.09%,155.72,3.01%,0.00%,54.40%,19.95%,22.64%,171.66,1.61%,0.00%,48.21%,28.95%,21.23%,184.89
526,Potamiou,,Ts,R,101.22,32.806667,34.823889,0.00%,0.00%,45.84%,39.55%,14.61%,210.33,1.62%,0.00%,17.36%,6.56%,74.47%,56.01,5.42%,0.00%,12.52%,2.28%,79.77%,37.32
528,Spitali,,N,R,43.48,33.00854146,34.76313816,0.00%,0.00%,14.84%,0.53%,84.64%,31.26,1.44%,0.00%,12.15%,8.23%,78.18%,50.44,3.00%,0.00%,13.17%,6.47%,77.37%,48.74
538,Ypsonas,Skotomenos,T,H,220.84,32.95269835,34.69225936,0.00%,0.00%,33.43%,66.36%,0.21%,265.94,0.00%,0.00%,29.26%,51.65%,19.09%,213.48,0.04%,0.00%,26.83%,43.13%,30.00%,183.09
539,Ypsonas,Kladeri,T,H-R,258.74,32.9675977,34.68882255,0.00%,0.00%,42.21%,57.79%,0.00%,257.79,0.00%,0.00%,37.60%,62.40%,0.00%,262.40,0.00%,0.00%,37.73%,60.19%,2.08%,256.02
540,Ypsonas,Kladeri,T,H-R,258.74,32.9675977,34.68882255,0.00%,0.00%,42.21%,57.79%,0.00%,257.79,0.00%,0.00%,37.60%,62.40%,0.00%,262.40,0.00%,0.00%,37.73%,60.19%,2.08%,256.02
536,Ypsonas,Choliasmeni,T,H,84.78,32.9434864,34.69249602,0.00%,0.00%,14.44%,0.00%,85.56%,28.88,1.44%,0.00%,26.61%,14.88%,57.07%,99.31,0.66%,0.00%,29.23%,22.34%,47.77%,126.14
505,Phasoula,Agios Riginos,N,R,164.03,33.026889,34.761529,0.00%,0.00%,25.11%,58.40%,16.49%,225.41,8.01%,0.00%,25.30%,34.17%,32.52%,161.13,21.01%,0.00%,21.04%,14.16%,43.80%,105.55
545,Agios Theodoros/Mansoura,Spilios tou Listi,N,H-R,15.55,32.64123025,35.18958072,0.00%,0.00%,0.46%,0.05%,99.49%,1.08,3.94%,0.00%,7.48%,1.28%,87.30%,22.75,6.76%,0.00%,6.61%,0.95%,85.69%,22.81
546,Agios Theodoros/Mansoura,Spilios tou Listi,N,H-R,15.55,32.64123025,35.18958072,0.00%,0.00%,0.46%,0.05%,99.49%,1.08,3.94%,0.00%,7.48%,1.28%,87.30%,22.75,6.76%,0.00%,6.61%,0.95%,85.69%,22.81
559,Anagia,Vounous,T,R,154.71,33.25638074,35.0726915,4.05%,0.00%,8.11%,52.86%,34.97%,178.87,22.09%,0.00%,19.39%,26.77%,31.74%,141.19,23.06%,0.00%,20.04%,26.98%,29.92%,144.08
560,Analiontas,,N,R,188.94,33.29019677,35.00693683,0.64%,0.00%,28.12%,69.18%,2.06%,264.43,17.01%,0.00%,25.63%,38.33%,19.04%,183.25,27.16%,0.00%,17.83%,18.78%,36.24%,119.14
572,Dali,Vasilika,T,R,177.69,33.41259667,35.02081066,0.00%,0.00%,33.84%,56.73%,9.44%,237.85,3.75%,0.00%,25.21%,30.54%,40.50%,145.79,5.76%,0.00%,24.72%,31.40%,38.11%,149.42
570,Dali,Eliouthkia tou Kouzourtou,T,H,239.38,33.42022996,35.02072603,0.00%,0.00%,29.14%,70.86%,0.00%,270.86,3.24%,0.00%,29.07%,58.43%,9.26%,236.67,4.56%,0.69%,26.60%,50.95%,17.20%,210.60
577,Evrichou,Phoinikas,T,H-R,28.34,32.8905066,35.04981219,0.00%,0.00%,12.41%,0.00%,87.59%,24.82,5.53%,0.00%,13.11%,0.14%,81.23%,32.15,9.64%,0.00%,9.14%,0.05%,81.17%,28.06
625,Klirou,,T,R,197.37,33.1780402,35.02261979,0.00%,0.00%,33.66%,66.34%,0.00%,266.34,1.97%,0.00%,27.05%,45.49%,25.49%,192.53,2.31%,0.00%,20.43%,30.02%,47.24%,133.24
656,Lythrodontas,,N,R,229.49,33.29711057,34.95152081,0.00%,0.00%,34.35%,65.65%,0.00%,265.65,0.00%,0.00%,32.80%,59.98%,7.22%,245.53,5.87%,0.00%,24.51%,40.80%,28.82%,177.29
670,Nikitari,Mylos tou Rousou,T,R,43.78,33.00445388,35.08567344,6.32%,0.00%,25.69%,0.00%,67.99%,57.69,8.57%,0.00%,13.93%,0.00%,77.50%,36.43,15.10%,0.00%,11.06%,0.00%,73.84%,37.21
672,Nisou,,T,H,63.87,33.39184852,35.02969234,16.19%,0.00%,37.13%,8.43%,38.24%,115.76,7.48%,0.00%,13.19%,1.65%,77.68%,38.81,9.85%,0.00%,10.64%,1.98%,77.54%,37.05
681,Politiko,,T,R,48.69,33.25818317,35.02332701,0.00%,0.00%,20.80%,0.70%,78.50%,43.71,23.73%,0.00%,15.54%,0.15%,60.59%,55.24,22.04%,0.00%,12.07%,0.31%,65.58%,47.12
682,Politiko,,T,R,48.69,33.25818317,35.02332701,0.00%,0.00%,20.80%,0.70%,78.50%,43.71,23.73%,0.00%,15.54%,0.15%,60.59%,55.24,22.04%,0.00%,12.07%,0.31%,65.58%,47.12
683,Politiko,,T,R,48.69,33.25818317,35.02332701,0.00%,0.00%,20.80%,0.70%,78.50%,43.71,23.73%,0.00%,15.54%,0.15%,60.59%,55.24,22.04%,0.00%,12.07%,0.31%,65.58%,47.12
695,Skouriotissa,Apoti,T,R,266.11,32.89070055,35.09159118,0.00%,0.00%,10.46%,89.54%,0.00%,289.54,0.00%,0.00%,8.45%,86.75%,4.80%,277.16,0.30%,0.00%,7.76%,71.93%,20.00%,231.63
580,Flasou,,T,R,121.61,32.8895034,35.06516288,20.55%,0.00%,24.63%,33.51%,21.32%,170.33,21.94%,0.00%,19.95%,16.84%,41.26%,112.37,8.08%,0.00%,16.07%,13.97%,61.88%,82.14
581,Flasou,,T,R,121.61,32.8895034,35.06516288,20.55%,0.00%,24.63%,33.51%,21.32%,170.33,21.94%,0.00%,19.95%,16.84%,41.26%,112.37,8.08%,0.00%,16.07%,13.97%,61.88%,82.14
712,Anavargos,Ellinospilioi/Alinospilios,T,H,205.48,32.44463648,34.78520597,0.00%,0.00%,15.24%,71.50%,13.26%,244.97,7.15%,0.00%,37.00%,35.03%,20.83%,186.22,6.67%,0.00%,33.30%,37.32%,22.70%,185.24
713,Anavargos,Ellinospilioi/Alinospilios,T,H,205.48,32.44463648,34.78520597,0.00%,0.00%,15.24%,71.50%,13.26%,244.97,7.15%,0.00%,37.00%,35.03%,20.83%,186.22,6.67%,0.00%,33.30%,37.32%,22.70%,185.24
716,Anavargos,Ellinospilioi/Alinospilios,T,H,205.48,32.44463648,34.78520597,0.00%,0.00%,15.24%,71.50%,13.26%,244.97,7.15%,0.00%,37.00%,35.03%,20.83%,186.22,6.67%,0.00%,33.30%,37.32%,22.70%,185.24
705,Agios Fotios,,T,R,41.18,32.61149575,34.87511277,12.53%,0.00%,17.00%,0.00%,70.47%,46.53,6.37%,0.00%,17.97%,0.00%,75.66%,42.31,4.58%,0.00%,15.06%,0.00%,80.37%,34.69
717,Archimandrita (Pano),,T,R,59.35,32.67524452,34.74827217,1.71%,0.00%,18.99%,18.32%,60.98%,94.64,9.20%,0.00%,8.62%,4.12%,78.06%,38.80,18.70%,0.00%,8.47%,2.98%,69.84%,44.60
719,Archimandrita,Mantres,Ts,H-R,98.83,32.66561259,34.74122784,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,81.46%,0.00%,9.76%,0.08%,8.70%,101.21,75.88%,0.00%,9.65%,0.03%,14.44%,95.28
720,Archimandrita,Mantres,Ts,H-R,98.83,32.66561259,34.74122784,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,81.46%,0.00%,9.76%,0.08%,8.70%,101.21,75.88%,0.00%,9.65%,0.03%,14.44%,95.28
721,Archimandrita,Mantres,Ts,H-R,98.83,32.66561259,34.74122784,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,81.46%,0.00%,9.76%,0.08%,8.70%,101.21,75.88%,0.00%,9.65%,0.03%,14.44%,95.28
722,Archimandrita,Mantres,Ts,H-R,98.83,32.66561259,34.74122784,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,81.46%,0.00%,9.76%,0.08%,8.70%,101.21,75.88%,0.00%,9.65%,0.03%,14.44%,95.28
723,Archimandrita (Kato),Sklinitzia,T,R,68.45,32.66845747,34.74346463,30.74%,0.00%,19.23%,0.00%,50.03%,69.19,45.31%,0.00%,8.96%,0.08%,45.65%,63.46,52.19%,0.00%,10.18%,0.06%,37.58%,72.70
744,Emba,,N,H,143.36,32.42408195,34.80288525,0.00%,0.00%,17.90%,43.98%,38.11%,167.75,0.00%,0.00%,28.63%,28.43%,42.94%,142.55,0.42%,0.00%,28.20%,20.99%,50.39%,119.79
749,Geroskipou,,T,H-R,238.28,32.45170867,34.76067279,0.00%,0.00%,49.54%,50.46%,0.00%,250.46,4.03%,0.00%,41.30%,52.48%,2.19%,244.06,2.29%,0.00%,36.04%,48.65%,13.01%,220.33
750,Geroskipou,,T,H-R,238.28,32.45170867,34.76067279,0.00%,0.00%,49.54%,50.46%,0.00%,250.46,4.03%,0.00%,41.30%,52.48%,2.19%,244.06,2.29%,0.00%,36.04%,48.65%,13.01%,220.33
755,Geroskipou,Katarameni,N,R,110.87,32.43299552,34.75446229,70.35%,0.00%,27.64%,0.00%,2.01%,125.63,48.82%,0.00%,26.15%,0.04%,24.99%,101.23,47.29%,0.00%,23.19%,4.03%,25.49%,105.75
751,Geroskipou,Laxia,T,H-R,137.47,32.45664331,34.76896071,0.00%,0.00%,25.35%,58.31%,16.34%,225.64,0.18%,0.00%,21.64%,19.37%,58.81%,101.56,0.07%,0.00%,17.36%,16.81%,65.77%,85.21
752,Geroskipou,Laxia,T,H-R,137.47,32.45664331,34.76896071,0.00%,0.00%,25.35%,58.31%,16.34%,225.64,0.18%,0.00%,21.64%,19.37%,58.81%,101.56,0.07%,0.00%,17.36%,16.81%,65.77%,85.21
753,Geroskipou,Laxia,T,H-R,137.47,32.45664331,34.76896071,0.00%,0.00%,25.35%,58.31%,16.34%,225.64,0.18%,0.00%,21.64%,19.37%,58.81%,101.56,0.07%,0.00%,17.36%,16.81%,65.77%,85.21
754,Geroskipou (Paphos),Ellinika,N,H,225.64,32.42629079,34.75981452,0.00%,0.00%,47.09%,52.91%,0.00%,252.91,0.00%,0.00%,43.02%,43.13%,13.86%,215.42,3.17%,0.00%,38.34%,42.92%,15.57%,208.60
758,Kallepeia,,N,R,148.35,32.50126139,34.84522413,7.02%,0.00%,35.47%,55.41%,2.10%,244.20,11.16%,0.00%,23.95%,23.22%,41.67%,128.72,10.43%,0.00%,18.00%,8.57%,63.00%,72.13
759,Kedares,,T,R,112.54,32.73630854,34.83662543,0.88%,0.00%,34.94%,49.01%,15.17%,217.80,6.50%,0.00%,17.85%,9.57%,66.08%,70.91,8.29%,0.00%,15.31%,3.33%,73.06%,48.92
760,Kissonerga,,T,R,246.10,32.40199001,34.82193066,0.00%,0.00%,41.04%,58.96%,0.00%,258.96,0.77%,0.00%,32.48%,65.83%,0.92%,263.22,11.79%,0.07%,27.86%,49.54%,10.74%,216.12
761,Kouklia,Arkalon,T,R,101.71,32.57870882,34.70562371,86.67%,0.00%,10.57%,0.01%,2.75%,107.84,66.80%,0.00%,13.32%,2.95%,16.93%,102.28,54.47%,5.02%,13.50%,4.52%,22.49%,95.02
767,Kouklia,Xylinos,T,H,115.75,32.57646279,34.71326939,0.66%,0.00%,24.16%,23.02%,52.16%,118.04,27.61%,0.00%,16.31%,17.58%,38.51%,112.95,37.72%,1.48%,15.61%,15.78%,29.41%,116.27
769,Kouklia,Dimmata,T,H-R,100.62,32.60751577,34.71619739,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,98.86%,0.00%,0.51%,0.00%,0.63%,99.88,92.82%,0.00%,4.58%,0.00%,2.60%,101.98
768,Kouklia,Spilaion tou Arapi,T,R,122.07,32.59908331,34.69735527,60.87%,0.00%,1.41%,7.52%,30.19%,86.26,29.95%,0.00%,16.60%,27.46%,25.99%,145.53,34.21%,0.00%,15.92%,22.80%,27.07%,134.43
772,Lemba,Ayios Stephanos,N,H,127.10,32.40682973,34.80836389,0.00%,0.00%,19.49%,23.96%,56.55%,110.86,13.94%,0.00%,24.94%,20.96%,40.16%,126.69,23.67%,0.13%,24.44%,23.74%,28.03%,143.76
773,Limni (Pano),Charkomas,T,H,227.27,32.48113685,35.03921934,0.00%,0.00%,11.20%,88.80%,0.00%,288.80,0.00%,0.00%,4.73%,74.61%,20.67%,233.27,0.00%,0.00%,3.87%,50.67%,45.46%,159.74
777,Mesogi,,T,H,134.84,32.45504199,34.81589548,0.00%,0.00%,27.18%,41.46%,31.36%,178.74,0.26%,0.00%,29.94%,25.79%,44.01%,137.52,4.57%,0.00%,22.67%,12.78%,59.98%,88.25
778,Mesogi,,T,H,134.84,32.45504199,34.81589548,0.00%,0.00%,27.18%,41.46%,31.36%,178.74,0.26%,0.00%,29.94%,25.79%,44.01%,137.52,4.57%,0.00%,22.67%,12.78%,59.98%,88.25
779,Mesogi,,T,H,134.84,32.45504199,34.81589548,0.00%,0.00%,27.18%,41.46%,31.36%,178.74,0.26%,0.00%,29.94%,25.79%,44.01%,137.52,4.57%,0.00%,22.67%,12.78%,59.98%,88.25
780,Nea Dimmata,,T,H,87.25,32.52121024,35.13525609,2.09%,0.00%,45.82%,24.81%,27.28%,168.16,6.59%,0.00%,18.40%,5.17%,69.85%,58.88,3.42%,0.00%,12.63%,2.01%,81.93%,34.71
781,Nea Dimmata,,T,H,87.25,32.52121024,35.13525609,2.09%,0.00%,45.82%,24.81%,27.28%,168.16,6.59%,0.00%,18.40%,5.17%,69.85%,58.88,3.42%,0.00%,12.63%,2.01%,81.93%,34.71
782,Nea Dimmata,,T,H,87.25,32.52121024,35.13525609,2.09%,0.00%,45.82%,24.81%,27.28%,168.16,6.59%,0.00%,18.40%,5.17%,69.85%,58.88,3.42%,0.00%,12.63%,2.01%,81.93%,34.71
783,Nea Dimmata,,T,H,87.25,32.52121024,35.13525609,2.09%,0.00%,45.82%,24.81%,27.28%,168.16,6.59%,0.00%,18.40%,5.17%,69.85%,58.88,3.42%,0.00%,12.63%,2.01%,81.93%,34.71
785,Neo Chorio,Pampelon,N,H-R,113.18,32.33512615,35.030474,74.09%,0.00%,25.91%,0.00%,0.00%,125.91,88.42%,0.00%,11.53%,0.00%,0.06%,111.47,84.19%,0.00%,8.99%,0.00%,6.83%,102.16
789,Pachyammos,,Ts,H,105.30,32.57989919,35.16936727,86.00%,0.00%,14.00%,0.00%,0.00%,114.00,66.91%,0.00%,10.26%,7.36%,15.48%,109.49,51.13%,0.00%,11.18%,6.31%,31.38%,92.41
897,Peyia,Agios Georghios,N,H-R,107.59,32.31784368,34.9015955,50.34%,0.00%,27.66%,0.68%,21.32%,107.70,75.59%,2.89%,14.06%,1.33%,6.13%,107.68,79.92%,1.17%,9.51%,2.82%,6.57%,107.40
896,Peyia,Meletis,N,H-R,128.49,32.3285627,34.90497583,36.80%,12.72%,29.28%,12.27%,8.92%,132.20,48.80%,1.19%,20.52%,14.91%,14.58%,134.58,47.95%,0.41%,20.72%,9.77%,21.16%,118.68
901,Peyia,Pappara,T,H,179.33,32.37096405,34.87297619,19.33%,0.00%,31.40%,35.47%,13.80%,188.55,32.99%,0.00%,26.02%,32.03%,8.96%,181.12,32.28%,0.00%,25.50%,28.35%,13.86%,168.33
899,Peyia,Vatouthkia,T,H,91.27,32.38351747,34.85541607,0.26%,0.00%,15.91%,15.21%,68.62%,77.72,16.99%,0.00%,20.53%,10.29%,52.19%,88.92,24.76%,0.00%,21.67%,13.03%,40.55%,107.17
902,Peyia,Palaiomonastero,T,H,121.66,32.35943248,34.87503332,30.49%,0.00%,47.45%,4.98%,17.09%,140.32,42.02%,0.00%,19.12%,9.84%,29.01%,109.79,44.77%,0.00%,17.29%,11.84%,26.10%,114.88
903,Polemi,,N,R,184.05,32.5082462,34.88566745,0.00%,0.00%,38.99%,61.01%,0.00%,261.01,0.00%,0.00%,30.85%,41.77%,27.39%,187.00,0.00%,0.00%,22.19%,19.93%,57.89%,104.15
919,Poli Chrysochous,Koiladia,N,H,85.46,32.43522638,35.04179,85.17%,0.00%,3.33%,0.00%,11.50%,91.82,51.64%,0.00%,12.77%,3.00%,32.59%,86.19,34.52%,0.00%,15.65%,4.18%,45.65%,78.36
922,Poli Chrysochous,,T,H,220.05,32.4264603,35.03441077,0.00%,0.00%,37.49%,62.51%,0.00%,262.51,6.18%,0.23%,37.84%,49.34%,6.41%,229.89,26.10%,0.53%,26.60%,29.48%,17.29%,167.75
28,Agios Andronikos,Skotomenos,N,H,138.71,34.15204981,35.48909234,55.13%,0.00%,10.32%,34.55%,0.00%,179.42,84.11%,0.00%,10.67%,5.22%,0.00%,121.10,88.08%,0.00%,8.23%,3.69%,0.00%,115.61
31,Agios Elias,Spilios,N,H-R,72.24,33.95269231,35.32722338,0.08%,0.00%,24.80%,4.00%,71.11%,61.70,49.38%,0.00%,12.96%,1.42%,36.23%,79.57,50.54%,0.00%,11.50%,0.64%,37.33%,75.45
29,Agios Elias,Kinanerades,N,R,97.28,33.9343603,35.34102947,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,95.45%,0.00%,3.01%,0.00%,1.54%,101.47,83.35%,0.00%,3.52%,0.00%,13.14%,90.38
30,Agios Elias,Palaia Avgolida,N,R,100.79,33.94741784,35.34642536,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,99.23%,0.00%,0.77%,0.00%,0.00%,100.77,98.39%,0.00%,1.61%,0.00%,0.00%,101.61
27,Agios Andronikos,Plaka,N,R,45.17,33.85878215,35.32107215,49.08%,0.00%,6.29%,0.00%,44.63%,61.65,32.67%,0.00%,3.40%,0.00%,63.93%,39.48,30.30%,0.00%,2.04%,0.00%,67.66%,34.38
42,Agios Theodoros,Akrotiri,N,H,100.46,34.04562991,35.33055194,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,98.05%,0.00%,1.95%,0.00%,0.00%,101.95,96.80%,0.00%,1.31%,0.00%,1.89%,99.42
32,Agios Iacovos,Livadhi,N,H-R,18.66,33.82327961,35.32415424,0.00%,0.00%,1.08%,0.00%,98.92%,2.16,0.00%,0.00%,7.41%,5.77%,86.82%,32.13,0.00%,0.00%,5.73%,3.42%,90.86%,21.70
39,Agios Symeon,Katsiaourena,N,H,103.18,34.23333067,35.47508033,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,95.60%,0.00%,4.40%,0.00%,0.00%,104.40,94.87%,0.00%,5.13%,0.00%,0.00%,105.13
45,Akanthou,Agios Theodoros,N,H,1.00,33.75367971,35.40720796,0.00%,81.78%,0.00%,0.00%,18.22%,0.00,0.00%,23.87%,0.00%,0.00%,76.13%,0.00,0.00%,12.81%,1.49%,0.00%,85.70%,2.99
44,Akanthou,Agios Perpiros,N,H,30.57,33.77696353,35.41171929,22.71%,0.00%,10.64%,0.00%,66.65%,43.99,12.62%,0.00%,7.10%,0.15%,80.12%,27.29,9.34%,0.00%,5.42%,0.09%,85.16%,20.44
65,Gastria,Monastiraki,T,H,88.25,34.01421665,35.32403769,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,82.33%,0.00%,4.70%,0.00%,12.97%,91.73,66.23%,0.00%,3.39%,0.00%,30.38%,73.01
66,Gastria,Eliochoria,N,H,54.28,34.0081075,35.32615101,15.10%,0.00%,5.56%,0.00%,79.34%,26.21,55.61%,0.00%,7.45%,0.00%,36.94%,70.51,57.22%,0.00%,4.44%,0.00%,38.33%,66.11
67,Gastria,Eliochoria,N,H,54.28,34.0081075,35.32615101,15.10%,0.00%,5.56%,0.00%,79.34%,26.21,55.61%,0.00%,7.45%,0.00%,36.94%,70.51,57.22%,0.00%,4.44%,0.00%,38.33%,66.11
54,Davlos,Trapeza,T,H,96.90,33.88767124,35.40590135,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,98.23%,0.00%,1.77%,0.00%,0.00%,101.77,85.20%,0.00%,1.87%,0.00%,12.93%,88.94
55,Davlos,Trapeza,T,H,96.90,33.88767124,35.40590135,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,98.23%,0.00%,1.77%,0.00%,0.00%,101.77,85.20%,0.00%,1.87%,0.00%,12.93%,88.94
52,Davlos,Kakos,N,H,23.30,33.88466754,35.42120843,0.00%,0.00%,18.37%,0.00%,81.63%,36.74,0.00%,0.00%,9.25%,0.00%,90.75%,18.51,0.00%,0.00%,7.33%,0.00%,92.67%,14.66
53,Davlos,Terkellovounos,N,R,68.11,33.92385609,35.42635482,45.55%,0.00%,15.83%,0.00%,38.62%,77.21,52.90%,0.00%,6.15%,0.00%,40.95%,65.20,48.29%,0.00%,6.81%,0.00%,44.90%,61.91
70,Kontea,Ayios Mamas,N,H,38.35,33.71534252,35.07640051,5.37%,0.00%,0.00%,0.00%,94.63%,5.37,38.91%,0.00%,4.18%,0.00%,56.91%,47.26,50.77%,0.00%,5.83%,0.00%,43.40%,62.43
89,Komi (Kepir),Aloupos,N,H-R,97.20,33.97125888,35.44049636,89.19%,0.00%,10.81%,0.00%,0.00%,110.81,84.60%,0.00%,4.69%,0.00%,10.70%,93.99,77.82%,0.00%,4.49%,0.00%,17.69%,86.79
91,Komi (Kepir),Vikli,N,H,9.04,33.95717377,35.44344985,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,7.85%,0.00%,2.79%,0.00%,89.35%,13.44,8.71%,0.00%,2.48%,0.00%,88.81%,13.68
92,Komi (Kepir),Klima,T,H,99.54,33.98083636,35.44429738,83.67%,0.00%,16.33%,0.00%,0.00%,116.33,74.79%,0.00%,11.06%,0.00%,14.15%,96.92,71.34%,0.00%,7.02%,0.00%,21.65%,85.37
88,Koma tou Yialou,Kortylas,Τ,Η,71.41,34.12040023,35.4379477,63.85%,0.00%,0.00%,0.00%,36.15%,63.85,74.34%,0.00%,0.00%,0.00%,25.66%,74.34,76.05%,0.00%,0.00%,0.00%,23.95%,76.05
93,Lapathos,Varkes,Τ,H,52.46,33.82890198,35.26744285,0.00%,0.00%,5.61%,4.81%,89.58%,25.64,0.00%,0.00%,13.80%,11.32%,74.87%,61.58,2.23%,0.00%,12.03%,14.62%,71.12%,70.15
69,Gerani,Trachonas tis Monargas,N,H-R,59.87,33.94534161,35.32065876,0.00%,0.00%,31.00%,0.00%,69.00%,61.99,12.17%,0.00%,18.98%,1.31%,67.54%,54.07,36.49%,0.00%,12.84%,0.46%,50.21%,63.54
102,Gerani,Trachonas tis Monargas,N,H-R,59.87,33.94534161,35.32065876,0.00%,0.00%,31.00%,0.00%,69.00%,61.99,12.17%,0.00%,18.98%,1.31%,67.54%,54.07,36.49%,0.00%,12.84%,0.46%,50.21%,63.54
103,Gerani,Trachonas tis Monargas,N,H-R,59.87,33.94534161,35.32065876,0.00%,0.00%,31.00%,0.00%,69.00%,61.99,12.17%,0.00%,18.98%,1.31%,67.54%,54.07,36.49%,0.00%,12.84%,0.46%,50.21%,63.54
104,Gerani,Trachonas tis Monargas,N,H-R,59.87,33.94534161,35.32065876,0.00%,0.00%,31.00%,0.00%,69.00%,61.99,12.17%,0.00%,18.98%,1.31%,67.54%,54.07,36.49%,0.00%,12.84%,0.46%,50.21%,63.54
105,Neta,Pyrogi,N,H-R,95.37,34.23725475,35.46986212,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,92.25%,0.00%,4.92%,0.02%,2.81%,102.13,76.09%,0.00%,3.94%,0.01%,19.96%,83.99
107,Patriki,Fragkafkolia,Ts,R,100.34,33.97487852,35.35049438,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,98.99%,0.00%,1.01%,0.00%,0.00%,101.01
145,Styllos,Kokkina,N,H,78.19,33.85238511,35.16626952,97.84%,0.00%,1.29%,0.00%,0.86%,100.43,55.58%,0.00%,4.38%,0.00%,40.05%,64.33,56.27%,0.00%,5.85%,0.61%,37.26%,69.81
146,Styllos,Kokkina,N,H,78.19,33.85238511,35.16626952,97.84%,0.00%,1.29%,0.00%,0.86%,100.43,55.58%,0.00%,4.38%,0.00%,40.05%,64.33,56.27%,0.00%,5.85%,0.61%,37.26%,69.81
147,Sygkrasi,Plativounos,N,H-R,101.92,33.84716546,35.28868357,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,97.96%,0.00%,2.04%,0.00%,0.00%,102.04,96.29%,0.00%,3.71%,0.00%,0.00%,103.71
157,Trikomo,Matsouki,N,H-R,14.08,33.89931182,35.31480958,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,14.18%,0.00%,2.76%,0.00%,83.07%,19.69,17.98%,0.00%,2.29%,0.00%,79.73%,22.56
158,Trikomo,Vounari,N,H,8.48,33.89868335,35.31209903,0.00%,0.00%,4.17%,0.00%,95.83%,8.33,0.00%,0.00%,3.22%,0.00%,96.78%,6.44,4.94%,0.00%,2.87%,0.00%,92.19%,10.68
